"Date","Price","Open","High","Low","Vol.","Change %"
"06/07/2026","16.065","16.065","16.065","16.065","","-0.09%"
"02/07/2026","16.080","16.080","16.080","16.080","","0.34%"
"01/07/2026","16.025","16.025","16.025","16.025","","-0.16%"
"30/06/2026","16.050","16.050","16.050","16.050","","1.45%"
"29/06/2026","15.820","15.820","15.820","15.820","","1.90%"
"26/06/2026","15.525","15.525","15.525","15.525","","0.91%"
"25/06/2026","15.385","15.385","15.385","15.385","","-1.06%"
"24/06/2026","15.550","15.550","15.550","15.550","","-1.21%"
"23/06/2026","15.740","15.740","15.740","15.740","","-0.76%"
"22/06/2026","15.860","15.860","15.860","15.860","","3.56%"
"18/06/2026","15.315","15.315","15.315","15.315","","-3.19%"
"17/06/2026","15.820","15.820","15.820","15.820","","-0.75%"
"16/06/2026","15.940","15.940","15.940","15.940","","-15.14%"
"15/06/2026","18.783","18.783","18.783","18.783","","-0.38%"
"12/06/2026","18.855","18.855","18.855","18.855","","-0.34%"
"11/06/2026","18.920","18.920","18.920","18.920","","0.03%"
"10/06/2026","18.915","18.915","18.915","18.915","","0.16%"
"09/06/2026","18.885","18.885","18.885","18.885","","-0.05%"
"08/06/2026","18.895","18.895","18.895","18.895","","0.64%"
"05/06/2026","18.775","18.775","18.775","18.775","","0.05%"
"04/06/2026","18.765","18.765","18.765","18.765","","-0.27%"
"03/06/2026","18.815","18.815","18.815","18.815","","1.10%"
"02/06/2026","18.610","18.610","18.610","18.610","","-0.40%"
"01/06/2026","18.685","18.685","18.685","18.685","","2.10%"
"29/05/2026","18.300","18.300","18.300","18.300","","-0.19%"
"28/05/2026","18.335","18.335","18.335","18.335","","0.55%"
"27/05/2026","18.235","18.235","18.235","18.235","","-1.03%"
"26/05/2026","18.425","18.425","18.425","18.425","","-2.05%"
"22/05/2026","18.810","18.810","18.810","18.810","","-0.58%"
"21/05/2026","18.920","18.920","18.920","18.920","","0.08%"
"20/05/2026","18.905","18.905","18.905","18.905","","-3.62%"
"19/05/2026","19.615","19.615","19.615","19.615","","3.45%"
"18/05/2026","18.960","18.960","18.960","18.960","","10.84%"
"15/05/2026","17.105","17.105","17.105","17.105","","0.23%"
"14/05/2026","17.065","17.065","17.065","17.065","","0.26%"
"13/05/2026","17.020","17.020","17.020","17.020","","0.21%"
"12/05/2026","16.985","16.985","16.985","16.985","","0.24%"
"11/05/2026","16.945","16.945","16.945","16.945","","0.44%"
"08/05/2026","16.870","16.870","16.870","16.870","","0.18%"
"07/05/2026","16.840","16.840","16.840","16.840","","-0.06%"
"06/05/2026","16.850","16.850","16.850","16.850","","-1.09%"
"05/05/2026","17.035","17.035","17.035","17.035","","1.01%"
"04/05/2026","16.865","16.865","16.865","16.865","","0.00%"
"01/05/2026","16.865","16.865","16.865","16.865","","-0.24%"
"30/04/2026","16.905","16.905","16.905","16.905","","-0.35%"
"29/04/2026","16.965","16.965","16.965","16.965","","2.94%"
"28/04/2026","16.480","16.480","16.480","16.480","","-0.45%"
"27/04/2026","16.555","16.555","16.555","16.555","","0.03%"
"24/04/2026","16.550","16.550","16.550","16.550","","0.98%"
"23/04/2026","16.390","16.390","16.390","16.390","","1.64%"
"22/04/2026","16.125","16.125","16.125","16.125","","1.99%"
"21/04/2026","15.810","15.810","15.810","15.810","","3.77%"
"20/04/2026","15.235","15.235","15.235","15.235","","1.57%"
"17/04/2026","15.000","15.000","15.000","15.000","","-7.01%"
"16/04/2026","16.130","16.130","16.130","16.130","","-15.98%"
"15/04/2026","19.198","19.198","19.198","19.198","","-0.79%"
"14/04/2026","19.350","19.350","19.350","19.350","","-0.46%"
"13/04/2026","19.440","19.440","19.440","19.440","","0.10%"
"10/04/2026","19.420","19.420","19.420","19.420","","-0.38%"
"09/04/2026","19.495","19.495","19.495","19.495","","0.03%"
"08/04/2026","19.490","19.490","19.490","19.490","","-1.89%"
"07/04/2026","19.865","19.865","19.865","19.865","","-0.50%"
"06/04/2026","19.965","19.965","19.965","19.965","","0.00%"
"03/04/2026","19.965","19.965","19.965","19.965","","0.00%"
"02/04/2026","19.965","19.965","19.965","19.965","","0.68%"
"01/04/2026","19.830","19.830","19.830","19.830","","-1.49%"
"31/03/2026","20.130","20.130","20.130","20.130","","-1.95%"
"30/03/2026","20.530","20.530","20.530","20.530","","0.66%"
"27/03/2026","20.395","20.395","20.395","20.395","","-0.49%"
"26/03/2026","20.495","20.495","20.495","20.495","","2.53%"
"25/03/2026","19.990","19.990","19.990","19.990","","-2.61%"
"24/03/2026","20.525","20.525","20.525","20.525","","-2.26%"
"23/03/2026","21.000","21.000","21.000","21.000","","-3.25%"
"20/03/2026","21.705","21.705","21.705","21.705","","-2.89%"
"19/03/2026","22.350","22.350","22.350","22.350","","10.78%"
"18/03/2026","20.175","20.175","20.175","20.175","","3.94%"
"17/03/2026","19.410","19.410","19.410","19.410","","0.70%"
"16/03/2026","19.275","19.275","19.275","19.275","","19.09%"
"13/03/2026","16.185","16.185","16.185","16.185","","0.59%"
"12/03/2026","16.090","16.090","16.090","16.090","","0.69%"
"11/03/2026","15.980","15.980","15.980","15.980","","0.38%"
"10/03/2026","15.920","15.920","15.920","15.920","","-1.91%"
"09/03/2026","16.230","16.230","16.230","16.230","","3.31%"
"06/03/2026","15.710","15.710","15.710","15.710","","1.39%"
"05/03/2026","15.495","15.495","15.495","15.495","","2.58%"
"04/03/2026","15.105","15.105","15.105","15.105","","-4.22%"
"03/03/2026","15.770","15.770","15.770","15.770","","17.99%"
"02/03/2026","13.365","13.365","13.365","13.365","","24.62%"
"27/02/2026","10.725","10.725","10.725","10.725","","1.13%"
"26/02/2026","10.605","10.605","10.605","10.605","","0.09%"
"25/02/2026","10.595","10.595","10.595","10.595","","0.71%"
"24/02/2026","10.520","10.520","10.520","10.520","","-1.91%"
"23/02/2026","10.725","10.725","10.725","10.725","","0.61%"
"20/02/2026","10.660","10.660","10.660","10.660","","-1.11%"
"19/02/2026","10.780","10.780","10.780","10.780","","3.70%"
"18/02/2026","10.395","10.395","10.395","10.395","","4.37%"
"17/02/2026","9.960","9.960","9.960","9.960","","-9.40%"
"13/02/2026","10.993","10.993","10.993","10.993","","-0.11%"
"12/02/2026","11.005","11.005","11.005","11.005","","-0.05%"
"11/02/2026","11.010","11.010","11.010","11.010","","-0.05%"
"10/02/2026","11.015","11.015","11.015","11.015","","-0.27%"
"09/02/2026","11.045","11.045","11.045","11.045","","-0.54%"
"06/02/2026","11.105","11.105","11.105","11.105","","0.23%"
"05/02/2026","11.080","11.080","11.080","11.080","","-0.18%"
"04/02/2026","11.100","11.100","11.100","11.100","","-0.27%"
"03/02/2026","11.130","11.130","11.130","11.130","","-0.18%"
"02/02/2026","11.150","11.150","11.150","11.150","","-3.25%"
"30/01/2026","11.525","11.525","11.525","11.525","","0.52%"
"29/01/2026","11.465","11.465","11.465","11.465","","1.55%"
"28/01/2026","11.290","11.290","11.290","11.290","","-0.53%"
"27/01/2026","11.350","11.350","11.350","11.350","","1.11%"
"26/01/2026","11.225","11.225","11.225","11.225","","-0.53%"
"23/01/2026","11.285","11.285","11.285","11.285","","0.58%"
"22/01/2026","11.220","11.220","11.220","11.220","","-1.01%"
"21/01/2026","11.335","11.335","11.335","11.335","","4.91%"
"20/01/2026","10.805","10.805","10.805","10.805","","-3.14%"
"16/01/2026","11.155","11.155","11.155","11.155","","16.08%"
"15/01/2026","9.610","9.610","9.610","9.610","","0.16%"
"14/01/2026","9.595","9.595","9.595","9.595","","-0.16%"
"13/01/2026","9.610","9.610","9.610","9.610","","0.00%"
"12/01/2026","9.610","9.610","9.610","9.610","","0.47%"
"09/01/2026","9.565","9.565","9.565","9.565","","0.10%"
"08/01/2026","9.555","9.555","9.555","9.555","","-0.52%"
"07/01/2026","9.605","9.605","9.605","9.605","","0.31%"
"06/01/2026","9.575","9.575","9.575","9.575","","0.37%"
"05/01/2026","9.540","9.540","9.540","9.540","","-1.65%"
"02/01/2026","9.700","9.700","9.700","9.700","","0.99%"
"31/12/2025","9.605","9.605","9.605","9.605","","0.37%"
"30/12/2025","9.570","9.570","9.570","9.570","","-1.24%"
"29/12/2025","9.690","9.690","9.690","9.690","","-0.31%"
"26/12/2025","9.720","9.720","9.720","9.720","","-0.10%"
"24/12/2025","9.730","9.730","9.730","9.730","","1.04%"
"23/12/2025","9.630","9.630","9.630","9.630","","0.42%"
"22/12/2025","9.590","9.590","9.590","9.590","","-0.88%"
"19/12/2025","9.675","9.675","9.675","9.675","","1.26%"
"18/12/2025","9.555","9.555","9.555","9.555","","0.21%"
"17/12/2025","9.535","9.535","9.535","9.535","","0.85%"
"16/12/2025","9.455","9.455","9.455","9.455","","-11.32%"
"15/12/2025","10.662","10.662","10.662","10.662","","-0.36%"
"12/12/2025","10.700","10.700","10.700","10.700","","-0.42%"
"11/12/2025","10.745","10.745","10.745","10.745","","-0.28%"
"10/12/2025","10.775","10.775","10.775","10.775","","-0.69%"
"09/12/2025","10.850","10.850","10.850","10.850","","-0.14%"
"08/12/2025","10.865","10.865","10.865","10.865","","-0.14%"
"05/12/2025","10.880","10.880","10.880","10.880","","-0.18%"
"04/12/2025","10.900","10.900","10.900","10.900","","-0.77%"
"03/12/2025","10.985","10.985","10.985","10.985","","-0.14%"
"02/12/2025","11.000","11.000","11.000","11.000","","-0.59%"
"01/12/2025","11.065","11.065","11.065","11.065","","-0.23%"
"28/11/2025","11.090","11.090","11.090","11.090","","-0.22%"
"26/11/2025","11.115","11.115","11.115","11.115","","-0.13%"
"25/11/2025","11.130","11.130","11.130","11.130","","-1.07%"
"24/11/2025","11.250","11.250","11.250","11.250","","-1.88%"
"21/11/2025","11.465","11.465","11.465","11.465","","-2.05%"
"20/11/2025","11.705","11.705","11.705","11.705","","1.43%"
"19/11/2025","11.540","11.540","11.540","11.540","","0.09%"
"18/11/2025","11.530","11.530","11.530","11.530","","1.14%"
"17/11/2025","11.400","11.400","11.400","11.400","","2.45%"
"14/11/2025","11.127","11.127","11.127","11.127","","-0.03%"
"13/11/2025","11.130","11.130","11.130","11.130","","-0.04%"
"12/11/2025","11.135","11.135","11.135","11.135","","0.04%"
"11/11/2025","11.130","11.130","11.130","11.130","","-0.18%"
"10/11/2025","11.150","11.150","11.150","11.150","","0.18%"
"07/11/2025","11.130","11.130","11.130","11.130","","-0.22%"
"06/11/2025","11.155","11.155","11.155","11.155","","-0.04%"
"05/11/2025","11.160","11.160","11.160","11.160","","-0.27%"
"04/11/2025","11.190","11.190","11.190","11.190","","0.36%"
"03/11/2025","11.150","11.150","11.150","11.150","","1.36%"
"31/10/2025","11.000","11.000","11.000","11.000","","-1.17%"
"30/10/2025","11.130","11.130","11.130","11.130","","-0.76%"
"29/10/2025","11.215","11.215","11.215","11.215","","0.58%"
"28/10/2025","11.150","11.150","11.150","11.150","","0.27%"
"27/10/2025","11.120","11.120","11.120","11.120","","-0.76%"
"24/10/2025","11.205","11.205","11.205","11.205","","-0.53%"
"23/10/2025","11.265","11.265","11.265","11.265","","0.99%"
"22/10/2025","11.155","11.155","11.155","11.155","","-0.54%"
"21/10/2025","11.215","11.215","11.215","11.215","","1.49%"
"20/10/2025","11.050","11.050","11.050","11.050","","-0.85%"
"17/10/2025","11.145","11.145","11.145","11.145","","-0.49%"
"16/10/2025","11.200","11.200","11.200","11.200","","1.67%"
"15/10/2025","11.016","11.016","11.016","11.016","","-0.13%"
"14/10/2025","11.030","11.030","11.030","11.030","","-0.09%"
"13/10/2025","11.040","11.040","11.040","11.040","","-0.18%"
"10/10/2025","11.060","11.060","11.060","11.060","","-0.18%"
"09/10/2025","11.080","11.080","11.080","11.080","","-0.31%"
"08/10/2025","11.115","11.115","11.115","11.115","","-0.18%"
"07/10/2025","11.135","11.135","11.135","11.135","","0.04%"
"06/10/2025","11.130","11.130","11.130","11.130","","0.82%"
"03/10/2025","11.040","11.040","11.040","11.040","","0.14%"
"02/10/2025","11.025","11.025","11.025","11.025","","-0.18%"
"01/10/2025","11.045","11.045","11.045","11.045","","-0.05%"
"30/09/2025","11.050","11.050","11.050","11.050","","-1.34%"
"29/09/2025","11.200","11.200","11.200","11.200","","-0.84%"
"26/09/2025","11.295","11.295","11.295","11.295","","0.13%"
"25/09/2025","11.280","11.280","11.280","11.280","","0.53%"
"24/09/2025","11.220","11.220","11.220","11.220","","-1.19%"
"23/09/2025","11.355","11.355","11.355","11.355","","0.75%"
"22/09/2025","11.270","11.270","11.270","11.270","","-0.84%"
"19/09/2025","11.365","11.365","11.365","11.365","","-1.39%"
"18/09/2025","11.525","11.525","11.525","11.525","","0.39%"
"17/09/2025","11.480","11.480","11.480","11.480","","0.26%"
"16/09/2025","11.450","11.450","11.450","11.450","","0.79%"
"15/09/2025","11.360","11.360","11.360","11.360","","0.04%"
"12/09/2025","11.355","11.355","11.355","11.355","","0.09%"
"11/09/2025","11.345","11.345","11.345","11.345","","0.09%"
"10/09/2025","11.335","11.335","11.335","11.335","","0.04%"
"09/09/2025","11.330","11.330","11.330","11.330","","-0.13%"
"08/09/2025","11.345","11.345","11.345","11.345","","0.40%"
"05/09/2025","11.300","11.300","11.300","11.300","","0.49%"
"04/09/2025","11.245","11.245","11.245","11.245","","0.18%"
"03/09/2025","11.225","11.225","11.225","11.225","","-0.18%"
"02/09/2025","11.245","11.245","11.245","11.245","","0.27%"
"29/08/2025","11.215","11.215","11.215","11.215","","0.09%"
"28/08/2025","11.205","11.205","11.205","11.205","","-0.93%"
"27/08/2025","11.310","11.310","11.310","11.310","","-1.57%"
"26/08/2025","11.490","11.490","11.490","11.490","","-0.52%"
"25/08/2025","11.550","11.550","11.550","11.550","","0.00%"
"22/08/2025","11.550","11.550","11.550","11.550","","0.96%"
"21/08/2025","11.440","11.440","11.440","11.440","","2.97%"
"20/08/2025","11.110","11.110","11.110","11.110","","1.79%"
"19/08/2025","10.915","10.915","10.915","10.915","","-0.14%"
"18/08/2025","10.930","10.930","10.930","10.930","","-8.10%"
"15/08/2025","11.893","11.893","11.893","11.893","","-0.14%"
"14/08/2025","11.910","11.910","11.910","11.910","","-0.17%"
"13/08/2025","11.930","11.930","11.930","11.930","","0.04%"
"12/08/2025","11.925","11.925","11.925","11.925","","-0.08%"
"11/08/2025","11.935","11.935","11.935","11.935","","0.04%"
"08/08/2025","11.930","11.930","11.930","11.930","","-0.08%"
"07/08/2025","11.940","11.940","11.940","11.940","","0.08%"
"06/08/2025","11.930","11.930","11.930","11.930","","-0.50%"
"05/08/2025","11.990","11.990","11.990","11.990","","-0.12%"
"04/08/2025","12.005","12.005","12.005","12.005","","0.04%"
"01/08/2025","12.000","12.000","12.000","12.000","","-0.33%"
"31/07/2025","12.040","12.040","12.040","12.040","","0.00%"
"30/07/2025","12.040","12.040","12.040","12.040","","0.33%"
"29/07/2025","12.000","12.000","12.000","12.000","","0.63%"
"28/07/2025","11.925","11.925","11.925","11.925","","0.42%"
"25/07/2025","11.875","11.875","11.875","11.875","","-0.04%"
"24/07/2025","11.880","11.880","11.880","11.880","","-0.42%"
"23/07/2025","11.930","11.930","11.930","11.930","","-1.16%"
"22/07/2025","12.070","12.070","12.070","12.070","","0.75%"
"21/07/2025","11.980","11.980","11.980","11.980","","-0.17%"
"18/07/2025","12.000","12.000","12.000","12.000","","-1.48%"
"17/07/2025","12.180","12.180","12.180","12.180","","-1.81%"
"16/07/2025","12.405","12.405","12.405","12.405","","-5.34%"
"15/07/2025","13.105","13.105","13.105","13.105","","-0.08%"
"14/07/2025","13.115","13.115","13.115","13.115","","0.00%"
"11/07/2025","13.115","13.115","13.115","13.115","","-0.08%"
"10/07/2025","13.125","13.125","13.125","13.125","","0.08%"
"09/07/2025","13.115","13.115","13.115","13.115","","0.00%"
"08/07/2025","13.115","13.115","13.115","13.115","","0.15%"
"07/07/2025","13.095","13.095","13.095","13.095","","-0.49%"
"03/07/2025","13.160","13.160","13.160","13.160","","-0.04%"
"02/07/2025","13.165","13.165","13.165","13.165","","0.46%"
"01/07/2025","13.105","13.105","13.105","13.105","","-0.15%"
"30/06/2025","13.125","13.125","13.125","13.125","","-0.53%"
"27/06/2025","13.195","13.195","13.195","13.195","","-0.98%"
"26/06/2025","13.325","13.325","13.325","13.325","","-1.59%"
"25/06/2025","13.540","13.540","13.540","13.540","","0.15%"
"24/06/2025","13.520","13.520","13.520","13.520","","-6.50%"
"23/06/2025","14.460","14.460","14.460","14.460","","1.44%"
"20/06/2025","14.255","14.255","14.255","14.255","","2.70%"
"18/06/2025","13.880","13.880","13.880","13.880","","-0.89%"
"17/06/2025","14.005","14.005","14.005","14.005","","3.09%"
"16/06/2025","13.585","13.585","13.585","13.585","","8.65%"
"13/06/2025","12.504","12.504","12.504","12.504","","0.35%"
"12/06/2025","12.460","12.460","12.460","12.460","","0.12%"
"11/06/2025","12.445","12.445","12.445","12.445","","0.28%"
"10/06/2025","12.410","12.410","12.410","12.410","","-0.24%"
"09/06/2025","12.440","12.440","12.440","12.440","","-0.04%"
"06/06/2025","12.445","12.445","12.445","12.445","","0.24%"
"05/06/2025","12.415","12.415","12.415","12.415","","0.36%"
"04/06/2025","12.370","12.370","12.370","12.370","","0.32%"
"03/06/2025","12.330","12.330","12.330","12.330","","0.24%"
"02/06/2025","12.300","12.300","12.300","12.300","","1.19%"
"30/05/2025","12.155","12.155","12.155","12.155","","-1.14%"
"29/05/2025","12.295","12.295","12.295","12.295","","-1.36%"
"28/05/2025","12.465","12.465","12.465","12.465","","-0.24%"
"27/05/2025","12.495","12.495","12.495","12.495","","0.08%"
"23/05/2025","12.485","12.485","12.485","12.485","","1.09%"
"22/05/2025","12.350","12.350","12.350","12.350","","-1.04%"
"21/05/2025","12.480","12.480","12.480","12.480","","-0.28%"
"20/05/2025","12.515","12.515","12.515","12.515","","4.60%"
"19/05/2025","11.965","11.965","11.965","11.965","","0.59%"
"16/05/2025","11.895","11.895","11.895","11.895","","3.45%"
"15/05/2025","11.498","11.498","11.498","11.498","","0.20%"
"14/05/2025","11.475","11.475","11.475","11.475","","0.13%"
"13/05/2025","11.460","11.460","11.460","11.460","","0.17%"
"12/05/2025","11.440","11.440","11.440","11.440","","-0.22%"
"09/05/2025","11.465","11.465","11.465","11.465","","0.13%"
"08/05/2025","11.450","11.450","11.450","11.450","","0.35%"
"07/05/2025","11.410","11.410","11.410","11.410","","0.84%"
"06/05/2025","11.315","11.315","11.315","11.315","","0.49%"
"05/05/2025","11.260","11.260","11.260","11.260","","0.00%"
"02/05/2025","11.260","11.260","11.260","11.260","","0.00%"
"01/05/2025","11.260","11.260","11.260","11.260","","0.40%"
"30/04/2025","11.215","11.215","11.215","11.215","","0.00%"
"29/04/2025","11.215","11.215","11.215","11.215","","-0.58%"
"28/04/2025","11.280","11.280","11.280","11.280","","0.09%"
"25/04/2025","11.270","11.270","11.270","11.270","","-2.04%"
"24/04/2025","11.505","11.505","11.505","11.505","","-1.33%"
"23/04/2025","11.660","11.660","11.660","11.660","","-0.93%"
"22/04/2025","11.770","11.770","11.770","11.770","","-2.61%"
"21/04/2025","12.085","12.085","12.085","12.085","","0.00%"
"17/04/2025","12.085","12.085","12.085","12.085","","1.90%"
"16/04/2025","11.860","11.860","11.860","11.860","","-4.83%"
"15/04/2025","12.462","12.462","12.462","12.462","","-0.46%"
"14/04/2025","12.520","12.520","12.520","12.520","","-0.20%"
"11/04/2025","12.545","12.545","12.545","12.545","","-0.48%"
"10/04/2025","12.605","12.605","12.605","12.605","","-0.63%"
"09/04/2025","12.685","12.685","12.685","12.685","","-0.67%"
"08/04/2025","12.770","12.770","12.770","12.770","","-0.04%"
"07/04/2025","12.775","12.775","12.775","12.775","","-1.08%"
"04/04/2025","12.915","12.915","12.915","12.915","","-1.26%"
"03/04/2025","13.080","13.080","13.080","13.080","","-0.80%"
"02/04/2025","13.185","13.185","13.185","13.185","","-0.30%"
"01/04/2025","13.225","13.225","13.225","13.225","","1.15%"
"31/03/2025","13.075","13.075","13.075","13.075","","-0.08%"
"28/03/2025","13.085","13.085","13.085","13.085","","-0.68%"
"27/03/2025","13.175","13.175","13.175","13.175","","-0.19%"
"26/03/2025","13.200","13.200","13.200","13.200","","0.38%"
"25/03/2025","13.150","13.150","13.150","13.150","","-1.76%"
"24/03/2025","13.385","13.385","13.385","13.385","","0.00%"
"21/03/2025","13.385","13.385","13.385","13.385","","-1.07%"
"20/03/2025","13.530","13.530","13.530","13.530","","-1.64%"
"19/03/2025","13.755","13.755","13.755","13.755","","4.96%"
"18/03/2025","13.105","13.105","13.105","13.105","","-0.57%"
"17/03/2025","13.180","13.180","13.180","13.180","","-3.40%"
"14/03/2025","13.644","13.644","13.644","13.644","","-0.15%"
"13/03/2025","13.665","13.665","13.665","13.665","","-0.15%"
"12/03/2025","13.685","13.685","13.685","13.685","","-0.04%"
"11/03/2025","13.690","13.690","13.690","13.690","","-0.51%"
"10/03/2025","13.760","13.760","13.760","13.760","","0.00%"
"07/03/2025","13.760","13.760","13.760","13.760","","0.51%"
"06/03/2025","13.690","13.690","13.690","13.690","","-0.29%"
"05/03/2025","13.730","13.730","13.730","13.730","","-0.72%"
"04/03/2025","13.830","13.830","13.830","13.830","","-0.97%"
"03/03/2025","13.965","13.965","13.965","13.965","","0.83%"
"28/02/2025","13.850","13.850","13.850","13.850","","-0.97%"
"27/02/2025","13.985","13.985","13.985","13.985","","3.67%"
"26/02/2025","13.490","13.490","13.490","13.490","","-2.63%"
"25/02/2025","13.855","13.855","13.855","13.855","","-3.35%"
"24/02/2025","14.335","14.335","14.335","14.335","","1.13%"
"21/02/2025","14.175","14.175","14.175","14.175","","-0.53%"
"20/02/2025","14.250","14.250","14.250","14.250","","0.96%"
"19/02/2025","14.115","14.115","14.115","14.115","","-2.99%"
"18/02/2025","14.550","14.550","14.550","14.550","","-2.68%"
"14/02/2025","14.950","14.950","14.950","14.950","","0.10%"
"13/02/2025","14.935","14.935","14.935","14.935","","0.10%"
"12/02/2025","14.920","14.920","14.920","14.920","","0.20%"
"11/02/2025","14.890","14.890","14.890","14.890","","0.68%"
"10/02/2025","14.790","14.790","14.790","14.790","","0.44%"
"07/02/2025","14.725","14.725","14.725","14.725","","1.45%"
"06/02/2025","14.515","14.515","14.515","14.515","","0.59%"
"05/02/2025","14.430","14.430","14.430","14.430","","-0.45%"
"04/02/2025","14.495","14.495","14.495","14.495","","0.62%"
"03/02/2025","14.405","14.405","14.405","14.405","","-0.24%"
"31/01/2025","14.440","14.440","14.440","14.440","","1.51%"
"30/01/2025","14.225","14.225","14.225","14.225","","-0.49%"
"29/01/2025","14.295","14.295","14.295","14.295","","2.22%"
"28/01/2025","13.985","13.985","13.985","13.985","","-0.25%"
"27/01/2025","14.020","14.020","14.020","14.020","","-0.64%"
"24/01/2025","14.110","14.110","14.110","14.110","","0.97%"
"23/01/2025","13.975","13.975","13.975","13.975","","-0.99%"
"22/01/2025","14.115","14.115","14.115","14.115","","-2.05%"
"21/01/2025","14.410","14.410","14.410","14.410","","4.57%"
"17/01/2025","13.780","13.780","13.780","13.780","","0.25%"
"16/01/2025","13.745","13.745","13.745","13.745","","-2.72%"
"15/01/2025","14.129","14.129","14.129","14.129","","-0.04%"
"14/01/2025","14.135","14.135","14.135","14.135","","-0.04%"
"13/01/2025","14.140","14.140","14.140","14.140","","-0.11%"
"10/01/2025","14.155","14.155","14.155","14.155","","-0.25%"
"09/01/2025","14.190","14.190","14.190","14.190","","-0.25%"
"08/01/2025","14.225","14.225","14.225","14.225","","-0.32%"
"07/01/2025","14.270","14.270","14.270","14.270","","-0.11%"
"06/01/2025","14.285","14.285","14.285","14.285","","-0.52%"
"03/01/2025","14.360","14.360","14.360","14.360","","-0.14%"
"02/01/2025","14.380","14.380","14.380","14.380","","0.98%"
"31/12/2024","14.240","14.240","14.240","14.240","","0.60%"
"30/12/2024","14.155","14.155","14.155","14.155","","-0.94%"
"27/12/2024","14.290","14.290","14.290","14.290","","2.33%"
"26/12/2024","13.965","13.965","13.965","13.965","","0.00%"
"24/12/2024","13.965","13.965","13.965","13.965","","-0.14%"
"23/12/2024","13.985","13.985","13.985","13.985","","2.34%"
"20/12/2024","13.665","13.665","13.665","13.665","","1.52%"
"19/12/2024","13.460","13.460","13.460","13.460","","3.50%"
"18/12/2024","13.005","13.005","13.005","13.005","","-2.36%"
"17/12/2024","13.320","13.320","13.320","13.320","","4.35%"
"16/12/2024","12.765","12.765","12.765","12.765","","-14.20%"
"13/12/2024","14.877","14.877","14.877","14.877","","-0.49%"
"12/12/2024","14.950","14.950","14.950","14.950","","-0.33%"
"11/12/2024","15.000","15.000","15.000","15.000","","-0.13%"
"10/12/2024","15.020","15.020","15.020","15.020","","-0.27%"
"09/12/2024","15.060","15.060","15.060","15.060","","-0.10%"
"06/12/2024","15.075","15.075","15.075","15.075","","0.07%"
"05/12/2024","15.065","15.065","15.065","15.065","","-0.07%"
"04/12/2024","15.075","15.075","15.075","15.075","","-0.33%"
"03/12/2024","15.125","15.125","15.125","15.125","","0.07%"
"02/12/2024","15.115","15.115","15.115","15.115","","1.27%"
"29/11/2024","14.925","14.925","14.925","14.925","","-0.63%"
